name,state_abbr,lat,long,pop_estimate_2022,county_fips,division,full_name,place_fips,sum_lev,lsadc,display_name,address,url
"Ozark","AL","31.4516146","-85.6450347","14368","","6","Ozark city","57648","160","25","City of Ozark","275 N Union Ave, Ozark, AL 36360, USA","https://www.ozarkal.gov/"
"Pell City","AL","33.5603118","-86.2636337","12939","","6","Pell City city","58896","160","25","City of Pell City","","https://pell-city.com/"
"Pelham","AL","33.3218302","-86.7421974","24318","","6","Pelham city","58848","160","25","City of Pelham","3162 Pelham Pkwy, Pelham, AL 35124, USA","https://pelhamalabama.gov/"
"Phenix City","AL","32.4616695","-85.0250208","38816","","6","Phenix City city","59472","160","25","City of Phenix City","601 12th St, Phenix City, AL 36867, USA","https://phenixcityal.us"
"Phil Campbell","AL","34.3515467","-87.7073592","992","","6","Phil Campbell town","59496","160","43","Town of Phil Campbell","580 Railroad St, Phil Campbell, AL 35581, USA","https://www.philcampbellal.com/"
"Pike Road","AL","32.2736095","-86.1189274","9439","","6","Pike Road town","59760","160","43","Town of Pike Road","9575 Vaughn Rd, Pike Rd, AL 36064, USA","http://www.pikeroad.us"
"Pinson","AL","33.7032913","-86.6697408","7215","","6","Pinson city","60648","160","25","City of Pinson","4410 Main St, Pinson, AL 35126, USA","http://www.thecityofpinson.com/"
"Pleasant Grove","AL","33.4939687","-86.9781455","9544","","6","Pleasant Grove city","61008","160","25","City of Pleasant Grove","501 Park Rd, Pleasant Grove, AL 35127, USA","http://www.cityofpg.com"
"Pleasant Groves","AL","34.7376193","-86.1976368","426","","6","Pleasant Groves town","61038","160","43","Town of Pleasant Groves","501 Park Rd, Pleasant Grove, AL 35127, USA",""
"Prattville","AL","32.4490416","-86.4494009","37781","","6","Prattville city","62328","160","25","City of Prattville","101 W Main St, Prattville, AL 36067, USA","https://prattvilleal.gov"
"Prichard","AL","30.7733374","-88.1314164","19322","","6","Prichard city","62496","160","25","City of Prichard","216 E Prichard Ave, Mobile, AL 36610, USA","https://thecityofprichard.org/"
"Rainbow City","AL","33.9287768","-86.0842282","10191","","6","Rainbow City city","63288","160","25","City of Rainbow City","3700 Rainbow Dr, Rainbow City, AL 35906, USA","https://www.rbcalabama.com/"
"Robertsdale","AL","30.557139","-87.7047227","6708","","6","Robertsdale city","65208","160","25","City of Robertsdale","","http://www.robertsdale.org"
"Selma","AL","32.4169832","-87.0357021","17971","","6","Selma city","69120","160","25","City of Selma","222 Broad St, Selma, AL 36701, USA","https://selma-al.gov/"
"Semmes","AL","30.8223579","-88.2201359","4941","","6","Semmes city","69240","160","25","City of Semmes","1 Main St, Semmes, AL 36575, USA","https://cityofsemmesal.gov"
"Sheffield","AL","34.757028","-87.6981825","9403","","6","Sheffield city","69648","160","25","City of Sheffield","600 N Montgomery Ave, Sheffield, AL 35660, USA","http://www.sheffieldalabama.org/"
"Russellville","AL","34.5057191","-87.7281226","10855","","6","Russellville city","67056","160","25","City of Russellville","304 N Jackson Ave, Russellville, AL 35653, USA","https://www.russellvilleal.org/"
"Smiths Station","AL","32.5071588","-85.0810754","5384","","6","Smiths Station city","71190","160","25","City of Smiths Station","2336 Lee Rd #430, Smiths Station, AL 36877, USA","https://www.smithsstational.gov"
"Southside","AL","33.8908407","-86.0180201","9426","","6","Southside city","71832","160","25","City of Southside","2255 AL-77, Southside, AL 35907, USA","https://cityofsouthside.com"
"Spanish Fort","AL","30.7229675","-87.8659165","10049","","6","Spanish Fort city","71976","160","25","City of Spanish Fort","7361 Spanish Fort Blvd, Spanish Fort, AL 36527, USA","https://www.cityofspanishfort.com/"
"Sylacauga","AL","33.1886699","-86.2747992","12578","","6","Sylacauga city","74352","160","25","City of Sylacauga","301 N Broadway Ave, Sylacauga, AL 35150, USA","http://www.cityofsylacauga.net/"
"Talladega","AL","33.4317569","-86.0994543","15861","","6","Talladega city","74592","160","25","City of Talladega","203 South St W, Talladega, AL 35160, USA","https://www.talladega.com/"
"Talladega Springs","AL","33.1204519","-86.4377611","144","","6","Talladega Springs town","74616","160","43","Town of Talladega Springs","","http://www.talladega.com/"
"Tarrant","AL","33.5928973","-86.7662525","6124","","6","Tarrant city","74976","160","25","City of Tarrant","1133 E Lake Blvd, Birmingham, AL 35217, USA","https://www.cityoftarrant.com"
"Saraland","AL","30.85401","-88.0972017","16171","","6","Saraland city","68160","160","25","City of Saraland","943 Saraland Blvd S, Saraland, AL 36571, USA","https://saraland.org/"
"Troy","AL","31.8019595","-85.9671296","17727","","6","Troy city","76920","160","25","City of Troy","306 E Academy St, Troy, AL 36081, USA","https://www.troyal.gov/"
"Trussville","AL","33.6552328","-86.5632391","26123","","6","Trussville city","76944","160","25","City of Trussville","","https://trussville.org"
"Tuscaloosa","AL","33.2344041","-87.5283003","99600","","6","Tuscaloosa city","77256","160","25","City of Tuscaloosa","2201 University Blvd, Tuscaloosa, AL 35401, USA","http://www.tuscaloosa.com"
"Tuscumbia","AL","34.7185022","-87.7025864","9054","","6","Tuscumbia city","77280","160","25","City of Tuscumbia","116 E 6th St, Tuscumbia, AL 35674, USA","https://cityoftuscumbia.org"
"Tuskegee","AL","32.4187228","-85.6825088","9395","","6","Tuskegee city","77304","160","25","City of Tuskegee","101 Fonville St, Tuskegee, AL 36083, USA","http://www.tuskegeealabama.gov/"
"Valley","AL","32.801427","-85.2044375","10529","","6","Valley city","78204","160","25","City of Valley","20 Fob James Dr, Valley, AL 36854, USA","https://cityofvalley.com/"
"Scottsboro","AL","34.6446199","-86.0481547","15578","","6","Scottsboro city","68736","160","25","City of Scottsboro","316 S Broad St, Scottsboro, AL 35768, USA","https://cityofscottsboro.com/"
"Satsuma","AL","30.8578741","-88.0633829","6749","","6","Satsuma city","68352","160","25","City of Satsuma","","https://cityofsatsuma.com"
"Valley Head","AL","34.5562044","-85.6230436","577","","6","Valley Head town","78240","160","43","Town of Valley Head","",""
"Valley Grande","AL","32.4868717","-87.0327731","4190","","6","Valley Grande city","78232","160","25","City of Valley Grande","5914 AL-22, Valley Grande, AL 36701, USA","https://cityofvalley.com"
"Vestavia Hills","AL","33.4624959","-86.7395079","39102","","6","Vestavia Hills city","78552","160","25","City of Vestavia Hills","1032 Montgomery Hwy, Vestavia Hills, AL 35216, USA","vhal.org"
"Wetumpka","AL","32.5403765","-86.2069992","7220","","6","Wetumpka city","81720","160","25","City of Wetumpka","408 S Main St, Wetumpka, AL 36092, USA","http://www.cityofwetumpka.com"
"Fort Rucker School District","AL","31.3646765","-85.7254175","4480","","6","Fort Rucker School District","00001","970","00","Fort Rucker School District","","https://www.dodea.edu/americas/southeast/fort-novosel-schools"
"Marshall County School District","AL","34.3598046","-86.3394968","5951","","6","Marshall County School District","00006","970","00","Marshall County School District","12380 US Highway 431 S, Guntersville, AL, 35976","https://www.marshallk12.org/"
"Maxwell AFB School District","AL","32.3805982","-86.3469905","2124","","6","Maxwell AFB School District","00003","970","00","Maxwell AFB School District","","https://maxwellafbems.dodea.edu/"
"Boaz City School District","AL","34.2002987","-86.1560019","2471","","6","Boaz City School District","00012","970","00","Boaz City School District","126 Newt Parker Dr, Boaz, AL, 35957","https://www.boazk12.org/"
"Athens City School District","AL","34.7914142","-86.9606292","4840","","6","Athens City School District","00120","970","00","Athens City School District","455 US Highway 31 North, Athens, AL, 35611","https://www.acs-k12.org/"
"Hoover City School District","AL","33.3853186","-86.802373","13557","","6","Hoover City School District","00007","970","00","Hoover City School District","2810 Metropolitan Way, Hoover, AL, 35243","https://www.hoovercityschools.net/"
"Saraland City School District","AL","30.8347541","-88.0970819","3354","","6","Saraland City School District","00185","970","00","Saraland City School District","4010 Lil Spartan Drive, Saraland, AL, 36571","https://www.saralandboe.org/"
"Chickasaw City School District","AL","30.7648397","-88.0836878","2654","","6","Chickasaw City School District","00188","970","00","Chickasaw City School District","201 N Craft HWY, Chickasaw, AL, 36611","https://www.chickasawschools.com/"
"Satsuma City School District","AL","30.8551328","-88.0557122","1502","","6","Satsuma City School District","00189","970","00","Satsuma City School District","220 Baker Road, Satsuma, AL, 36572","https://www.satsumaschools.com/"
"Alabaster City School District","AL","33.2284871","-86.8234468","6425","","6","Alabaster City School District","00190","970","00","Alabaster City School District","10111 Highway 119, Alabaster, AL, 35007","https://www.acsboe.org/"
"Pelham City School District","AL","33.305749","-86.7875315","3425","","6","Pelham City School District","00194","970","00","Pelham City School District","3160 Pelham Parkway, Pelham, AL, 35124","https://www.pelhamcityschools.org/"
"Pike Road City School District","AL","32.32988","-86.0880737","2695","","6","Pike Road City School District","00195","970","00","Pike Road City School District","9045 Vaughn Road, Montgomery, AL, 36117","https://www.pikeroadschools.org/"
"Auburn City School District","AL","32.6011992","-85.4872562","9492","","6","Auburn City School District","00210","970","00","Auburn City School District","855 E Samford Ave, Auburn, AL, 36830","https://www.auburnschools.org/"
"Autauga County School District","AL","32.5165176","-86.5614831","9202","","6","Autauga County School District","00240","970","00","Autauga County School District","153 W 4th St, Prattville, AL, 36067","https://www.acboe.net/"
"Baldwin County School District","AL","30.5625225","-87.7555207","31517","","6","Baldwin County School District","00270","970","00","Baldwin County School District","2600 North Hand Ave, Bay Minette, AL, 36507","https://www.bcbe.org/"
"Barbour County School District","AL","31.8141795","-85.4231615","715","","6","Barbour County School District","00300","970","00","Barbour County School District","168 Western Bypass, Clayton, AL, 36016","https://www.barbourcountyschools.org/"
"Bessemer City School District","AL","33.3918493","-86.9585359","3246","","6","Bessemer City School District","00330","970","00","Bessemer City School District","1621 5th Ave N, Bessemer, AL, 35020","https://www.bessk12.org/"
"Madison City School District","AL","34.7123015","-86.7570537","12473","","6","Madison City School District","00008","970","00","Madison City School District","211 Celtic Drive, Madison, AL, 35758","https://www.madisoncity.k12.al.us/"
"Blount County School District","AL","33.9661998","-86.5980146","7798","","6","Blount County School District","00420","970","00","Blount County School District","204 2nd Ave East, Oneonta, AL, 35121","https://www.blountboe.net/"
"Brewton City School District","AL","31.1158616","-87.0730792","1224","","6","Brewton City School District","00450","970","00","Brewton City School District","811 Belleville Ave, Brewton, AL, 36426","https://www.brewtoncityschools.org/"
"Bullock County School District","AL","32.0974751","-85.7044614","1397","","6","Bullock County School District","00480","970","00","Bullock County School District","108 Hardaway Avenue, Union Springs, AL, 36089","https://www.bullockco.org/"
"Butler County School District","AL","31.7419758","-86.6645193","2900","","6","Butler County School District","00510","970","00","Butler County School District","211 School Highlands Road, Greenville, AL, 36037","https://www.butlerco.k12.al.us/"
"Calhoun County School District","AL","33.7449969","-85.8488488","8050","","6","Calhoun County School District","00540","970","00","Calhoun County School District","4400 McClellan Blvd, Anniston, AL, 36206","https://www.calhouncountyschools.com/"
"Chambers County School District","AL","32.8721554","-85.3222296","3158","","6","Chambers County School District","00600","970","00","Chambers County School District","1298  AVC Drive, Lafayette, AL, 36862","https://www.chambersk12.org/"
"Cherokee County School District","AL","34.1882916","-85.6315137","3886","","6","Cherokee County School District","00630","970","00","Cherokee County School District","130 E Main St, Centre, AL, 35960","https://www.cherokeek12.org/"
"Chilton County School District","AL","32.8608254","-86.6839515","7858","","6","Chilton County School District","00660","970","00","Chilton County School District","1705 Lay Dam Rd, Clanton, AL, 35045","https://chiltoncsal.schoolinsites.com/"
"Choctaw County School District","AL","32.0317832","-88.2589753","1097","","6","Choctaw County School District","00690","970","00","Choctaw County School District","107 Tom Orr Dr, Butler, AL, 36904","https://www.choctawal.org/"
"Clarke County School District","AL","31.6300389","-87.8371938","2171","","6","Clarke County School District","00720","970","00","Clarke County School District","155 W Cobb St, Grove Hill, AL, 36451","https://www.clarkecountyschools.org/"
"Clay County School District","AL","33.2705962","-85.8265259","1784","","6","Clay County School District","00750","970","00","Clay County School District","62 Court Square, Ashland, AL, 36251","https://www.claycoboe.org/"
"Cleburne County School District","AL","33.6423072","-85.501768","2507","","6","Cleburne County School District","00780","970","00","Cleburne County School District","141 Davenport Drive, Heflin, AL, 36264","https://www.cleburneschools.net/"
"Coffee County School District","AL","31.3817704","-85.9795268","2846","","6","Coffee County School District","00810","970","00","Coffee County School District","400 Reddoch Hill Rd, Elba, AL, 36323","https://www.coffeecountyschools.org/"
"Colbert County School District","AL","34.7039919","-87.7563852","2621","","6","Colbert County School District","00840","970","00","Colbert County School District","425 Highway 72 West, Tuscumbia, AL, 35674","https://www.colbertk12.org/"
"Conecuh County School District","AL","31.4190203","-86.9888137","1487","","6","Conecuh County School District","00870","970","00","Conecuh County School District","1455 Ted Bates Road, Evergreen, AL, 36401","http://www.conecuh.k12.al.us/"
"Coosa County School District","AL","32.9547804","-86.2285714","805","","6","Coosa County School District","00900","970","00","Coosa County School District","73 Nixburg Road, Rockford, AL, 35136","https://www.coosaschools.org/"
"Bibb County School District","AL","33.0347368","-87.1360927","3098","","6","Bibb County School District","00360","970","00","Bibb County School District","721 Walnut Street, Centreville, AL, 35042","https://www.bibbed.org/"
"Covington County School District","AL","31.2423864","-86.4313404","3040","","6","Covington County School District","00930","970","00","Covington County School District","807 C C Baker Ave, Andalusia, AL, 36421","https://www.cov.k12.al.us/"
"Crenshaw County School District","AL","31.7132178","-86.2935031","2240","","6","Crenshaw County School District","00960","970","00","Crenshaw County School District","183 Votec Drive, Luverne, AL, 36049","https://www.crenshaw-schools.org/"
"Cullman City School District","AL","34.1794338","-86.8435052","3226","","6","Cullman City School District","00990","970","00","Cullman City School District","301 1st St N E, Cullman, AL, 35055","https://www.cullmancats.net/"
"Cullman County School District","AL","34.1592153","-86.822049","9846","","6","Cullman County School District","01020","970","00","Cullman County School District","402 Arnold St NE, Cullman, AL, 35055","https://www.ccboe.org/"
"Dale County School District","AL","31.430169","-85.5550603","3270","","6","Dale County School District","01050","970","00","Dale County School District","202 S Hwy 123 Suite E, Ozark, AL, 36360","https://www.dalecountyboe.org/"
"Daleville City School District","AL","31.2907535","-85.7344838","1154","","6","Daleville City School District","01080","970","00","Daleville City School District","626 N Daleville Ave, Daleville, AL, 36322","https://www.daleville.k12.al.us/"
"Dallas County School District","AL","32.3874229","-87.0831673","2488","","6","Dallas County School District","01110","970","00","Dallas County School District","429 Lauderdale St, Selma, AL, 36701","https://www.dallask12.org/"
"DeKalb County School District","AL","34.4637041","-85.8239929","8717","","6","DeKalb County School District","01140","970","00","DeKalb County School District","306 Main St W, Rainsville, AL, 35986","https://www.dekalbk12.org/"
"Decatur City School District","AL","34.5816684","-86.9862055","8745","","6","Decatur City School District","01170","970","00","Decatur City School District","212 4th Ave SE, Decatur, AL, 35601","https://www.dcs.edu/"
"Demopolis City School District","AL","32.5095182","-87.832259","2064","","6","Demopolis City School District","01200","970","00","Demopolis City School District","609 South Cedar Avenue, Demopolis, AL, 36732","https://www.dcsedu.com/"
"Dothan City School District","AL","31.2275103","-85.4099632","8254","","6","Dothan City School District","01230","970","00","Dothan City School District","1665 Honeysuckle Road, DOTHAN, AL, 36301","https://www.dothan.k12.al.us/"
"Elba City School District","AL","31.4174725","-86.0877672","685","","6","Elba City School District","01260","970","00","Elba City School District","131 Tiger Dr, Elba, AL, 36323","https://www.elbaed.com/"
"Elmore County School District","AL","32.5729275","-86.2546922","11971","","6","Elmore County School District","01290","970","00","Elmore County School District","100 H H Robison Drive, Wetumpka, AL, 36092","https://www.elmoreco.com/"
"Escambia County School District","AL","31.0949486","-87.2605309","4208","","6","Escambia County School District","01350","970","00","Escambia County School District","301 Belleville Ave, Brewton, AL, 36426","https://www.escambiak12.net/"
"Etowah County School District","AL","33.999424","-86.0206453","8702","","6","Etowah County School District","01380","970","00","Etowah County School District","401 Broad Street, Gadsden, AL, 35901","https://www.ecboe.org"
"Eufaula City School District","AL","31.8871498","-85.1551553","6289","","6","Eufaula City School District","01410","970","00","Eufaula City School District","333 State Docks Road, Eufaula, AL, 36027","https://www.eufaulacityschools.org/"
"Fairfield City School District","AL","33.4806403","-86.915845","1476","","6","Fairfield City School District","01440","970","00","Fairfield City School District","6405 Ave D, Fairfield, AL, 35064","https://www.fairfieldschoolsystem.com/"
"Fayette County School District","AL","33.7161568","-87.7642923","2163","","6","Fayette County School District","01470","970","00","Fayette County School District","103 First Ave NW, Fayette, AL, 35555","https://www.fayette.k12.al.us/"
"Florence City School District","AL","34.8230286","-87.6616133","4645","","6","Florence City School District","01530","970","00","Florence City School District","102 S Court Street, Florence, AL, 35630","https://www.florencek12.org/"
"Fort Payne City School District","AL","34.4532729","-85.7057412","3515","","6","Fort Payne City School District","01560","970","00","Fort Payne City School District","205 45th St NE, Fort Payne, AL, 35967","https://www.fpcsk12.com/"
"Franklin County School District","AL","34.4302426","-87.8592119","3637","","6","Franklin County School District","01590","970","00","Franklin County School District","500 Coffee Ave NE, Russellville, AL, 35653","https://www.franklin.k12.al.us/"
"Gadsden City School District","AL","34.009889","-86.009445","4939","","6","Gadsden City School District","01620","970","00","Gadsden City School District","1026 Chestnut St, Gadsden, AL, 35901","https://www.gcs.k12.al.us/"
"Geneva City School District","AL","31.0432403","-85.8739156","1252","","6","Geneva City School District","01640","970","00","Geneva City School District","511 Panther Drive, Geneva, AL, 36340","https://www.gck12.com/"
"Geneva County School District","AL","31.0976041","-85.7850934","2784","","6","Geneva County School District","01660","970","00","Geneva County School District","606 S Academy St, Geneva, AL, 36340","https://www.genevacountyschools.com/"
"Greene County School District","AL","32.822447","-87.9215702","913","","6","Greene County School District","01680","970","00","Greene County School District","220 Main St, Eutaw, AL, 35462","https://greenecoboe.greene.k12.al.us/"
"Guntersville City School District","AL","34.3469516","-86.2989269","1851","","6","Guntersville City School District","01690","970","00","Guntersville City School District","4200 Highway 79 South, Guntersville, AL, 35976","https://www.guntersvilleboe.com/"
"Hale County School District","AL","32.7805971","-87.6302656","2318","","6","Hale County School District","01710","970","00","Hale County School District","1115 Powers St, Greensboro, AL, 36744","https://www.halek12.org/"
"Haleyville City School District","AL","34.2304639","-87.6097358","1644","","6","Haleyville City School District","01720","970","00","Haleyville City School District","2011 20th St, Haleyville, AL, 35565","https://www.haley-k12.us/"
"Hartselle City School District","AL","34.4397934","-86.9389027","3638","","6","Hartselle City School District","01730","970","00","Hartselle City School District","305 College St NE, Hartselle, AL, 35640","https://www.hartselletigers.org/"
"Henry County School District","AL","31.4830214","-85.2633632","2530","","6","Henry County School District","01740","970","00","Henry County School District","300 N Trawick Street, Abbeville, AL, 36310","https://www.henrycountyboe.org/"
"Homewood City School District","AL","33.4690453","-86.8029317","4371","","6","Homewood City School District","01760","970","00","Homewood City School District","450 Dale Avenue, Homewood, AL, 35209","https://www.homewood.k12.al.us/"
"Enterprise City School District","AL","31.3258099","-85.8412301","6651","","6","Enterprise City School District","01320","970","00","Enterprise City School District","220 Hutchinson St, Enterprise, AL, 36330","https://www.enterpriseschools.net/"
"Arkansas","AR","34.8955256","-92.4446262","3011524","","7","Arkansas","","40","00","Arkansas","","https://portal.arkansas.gov/"
"Arkansas","AR","34.2895697","-91.3765466","17149","1","7","Arkansas County","","50","06","Arkansas County","305 S College St, Stuttgart, AR 72160, USA","https://www.arcounties.org/counties/arkansas/"
"Ashley","AR","33.1908354","-91.7722672","19062","3","7","Ashley County","","50","06","Ashley County","205 E Jefferson St # 5, Hamburg, AR 71646, USA","https://www.ashleycountyar.com/"
"Baxter","AR","36.2802684","-92.3299488","41627","5","7","Baxter County","","50","06","Baxter County","720 Hickory St, Mountain Home, AR 72653, USA","https://www.baxtercountyar.gov"
"Benton","AR","36.3378189","-94.2562984","284333","7","7","Benton County","","50","06","Benton County","215 E Central Ave, Bentonville, AR 72712, USA","https://bentoncountyar.gov"
"Boone","AR","36.3042991","-93.0792364","37373","9","7","Boone County","","50","06","Boone County","100 N Main St, Harrison, AR 72601, USA","https://www.boonecountyar.com"
"Bradley","AR","33.4665491","-92.1691559","10545","11","7","Bradley County","","50","06","Bradley County","1479 S Main St, Warren, AR 71671, USA","https://portal.arkansas.gov/counties/bradley/"
"Chicot","AR","33.2671393","-91.2971578","10208","17","7","Chicot County","","50","06","Chicot County","108 Main St #2, Lake Village, AR 71653, USA","https://www.arcounties.org/counties/chicot/"
"Clark","AR","34.0533162","-93.1762085","21446","19","7","Clark County","","50","06","Clark County","401 Clay St #2, Arkadelphia, AR 71923, USA","https://clarkcountyar.gov/"
"Clay","AR","36.3673021","-90.4187041","14552","21","7","Clay County","","50","06","Clay County","187 N 2nd Ave, Piggott, AR 72454, USA","https://www.claycountyarkansas.org/"
"Cleburne","AR","35.5663146","-92.0599504","24711","23","7","Cleburne County","","50","06","Cleburne County","301 W Main St, Heber Springs, AR 72543, USA","https://www.cleburnecountyar.com/"
"Columbia","AR","33.2230377","-93.2328433","22801","27","7","Columbia County","","50","06","Columbia County","203 US-371, Magnolia, AR 71753, USA","https://www.countyofcolumbia.org/"
"Conway","AR","35.265702","-92.6892479","20715","29","7","Conway County","","50","06","Conway County","","https://conwaycountyar.com/"
"Craighead","AR","35.8277285","-90.6314213","111231","31","7","Craighead County","","50","06","Craighead County","","https://craigheadcountyar.gov"
"Crawford","AR","35.5830114","-94.2362187","60133","33","7","Crawford County","","50","06","Crawford County","3703 Pointer Trail E, Van Buren, AR 72956, USA","http://www.crawford-county.org"
"Crittenden","AR","35.1975594","-90.3051195","48163","35","7","Crittenden County","","50","06","Crittenden County","350 Afco Rd, West Memphis, AR 72301, USA","https://www.crittendencountyar.org/"
"Cross","AR","35.2856921","-90.7639835","16833","37","7","Cross County","","50","06","Cross County","21 Co Rd 215, Cherry Valley, AR 72324, USA","https://www.crosscountyar.org/"
"Faulkner","AR","35.1465478","-92.3369277","123498","45","7","Faulkner County","","50","06","Faulkner County","","https://www.faulknercountyar.gov"
"Franklin","AR","35.5085579","-93.8876647","17097","47","7","Franklin County","","50","06","Franklin County","211 W Commercial St, Ozark, AR 72949, USA","https://www.arcounties.org/counties/franklin/"
"Fulton","AR","36.3813225","-91.8192849","12075","49","7","Fulton County","","50","06","Fulton County","131 N Pickren St, Salem, AR 72576, USA","https://www.fultoncountyar.gov/"
"Garland","AR","34.5788522","-93.1469323","100180","51","7","Garland County","","50","06","Garland County","151 Centennial Dr, Hot Springs, AR 71913, USA","http://www.garlandcounty.org/"
"Greene","AR","36.1206072","-90.5663459","45736","55","7","Greene County","","50","06","Greene County","","null"
"Hot Spring","AR","34.3151767","-92.9441474","33040","59","7","Hot Spring County","","50","06","Hot Spring County","","https://hotspringcounty.org/"
"Howard","AR","34.0830639","-93.9909315","12785","61","7","Howard County","","50","06","Howard County","421 N Main St #3, Nashville, AR 71852, USA","https://www.arcounties.org/counties/howard/"
"Cleveland","AR","33.8932006","-92.1887141","7550","25","7","Cleveland County","","50","06","Cleveland County","","https://local.arkansas.gov"
"Independence","AR","35.7374992","-91.5599423","37938","63","7","Independence County","","50","06","Independence County","","http://www.independencecounty.com"
"Izard","AR","36.0948792","-91.9136252","13577","65","7","Izard County","","50","06","Izard County","87 E Main St, Melbourne, AR 72556, USA","https://www.izardcountyar.org/"
"Jackson","AR","35.5964674","-91.2232051","16755","67","7","Jackson County","","50","06","Jackson County","208 Main St, Newport, AR 72112, USA","https://jacksoncountyar.com/"
"Jefferson","AR","34.277239","-91.929673","67260","69","7","Jefferson County","","50","06","Jefferson County","105 S Main St, Pine Bluff, AR 71601, USA","https://www.jeffersoncountyar.gov/"
"Johnson","AR","35.5733586","-93.4663223","25749","71","7","Johnson County","","50","06","Johnson County","1697 AR-21, Clarksville, AR 72830, USA","http://johnsoncounty.arkansas.gov/"
"Lawrence","AR","36.0410983","-91.1011529","16216","75","7","Lawrence County","","50","06","Lawrence County","315 W Main St Room 2, Walnut Ridge, AR 72476, USA","https://www.lawrencecountyarkansas.com/"
"Lincoln","AR","33.9563846","-91.742355","12941","79","7","Lincoln County","","50","06","Lincoln County","","https://portal.arkansas.gov/counties/lincoln/"
"Logan","AR","35.2186538","-93.7209102","21131","83","7","Logan County","","50","06","Logan County","366 N Broadway Ave, Booneville, AR 72927, USA","https://www.logancountyark.org/"
"Madison","AR","36.0125452","-93.7240531","16521","87","7","Madison County","","50","06","Madison County","Huntsville, AR 72740, USA","https://madisoncogov.com/"
"Miller","AR","33.3055054","-93.9015018","42600","91","7","Miller County","","50","06","Miller County","400 Laurel St # 104, Texarkana, AR 71854, USA","https://millercountyar.com/"
"Mississippi","AR","35.7669437","-90.0522072","40685","93","7","Mississippi County","","50","06","Mississippi County","200 W Walnut St Apt 204, Blytheville, AR 72315, USA","https://www.mississippicountyar.org/"
"Monroe","AR","34.6795117","-91.2033099","6799","95","7","Monroe County","","50","06","Monroe County","","https://monroecounty.arkansas.gov/"
"Nevada","AR","33.6666991","-93.3050716","8310","99","7","Nevada County","","50","06","Nevada County","303 E 3rd St S, Prescott, AR 71857, USA","https://nevadacounty.arkansas.gov/"
"Perry","AR","34.9463629","-92.9268773","10019","105","7","Perry County","","50","06","Perry County","713 Aplin Ave, Perryville, AR 72126, USA","https://perrycoarkansas.org"
"Phillips","AR","34.4236874","-90.8555931","16568","107","7","Phillips County","","50","06","Phillips County","","https://portal.arkansas.gov/counties/phillips/"
"Pike","AR","34.1581907","-93.6586589","10171","109","7","Pike County","","50","06","Pike County","306 S School St, Murfreesboro, AR 71958, USA","https://pikecountyar.org/"
"Marion","AR","36.2666636","-92.6785765","16826","89","7","Marion County","","50","06","Marion County","500 W Old Main St, Yellville, AR 72687, USA","https://marioncounty.arkansas.gov/"
"Polk","AR","34.4909149","-94.2308841","19221","113","7","Polk County","","50","06","Polk County","507 Church Ave, Mena, AR 71953, USA","https://portal.arkansas.gov/counties/polk/"
"Pope","AR","35.456557","-93.0268181","63381","115","7","Pope County","","50","06","Pope County","4 Emergency Ln, Russellville, AR 72801, USA","http://www.popecountyar.gov"
"Prairie","AR","34.8311162","-91.5536205","8282","117","7","Prairie County","","50","06","Prairie County","208 W Courthouse Square, Des Arc, AR 72040, USA","https://prairiecounty.arkansas.gov"
"Poinsett","AR","35.5688702","-90.6811037","22965","111","7","Poinsett County","","50","06","Poinsett County","401 Market St, Harrisburg, AR 72432, USA","https://www.poinsettar.gov"
"Randolph","AR","36.3412985","-91.0284409","18571","121","7","Randolph County","","50","06","Randolph County","","https://www.arcounties.org/counties/randolph/"
"Saline","AR","34.6485246","-92.674463","123416","125","7","Saline County","","50","06","Saline County","200 N Main St, Benton, AR 72015, USA","http://www.salinecounty.org/"
"St. Francis","AR","35.0228383","-90.7515058","23090","123","7","St. Francis County","","50","06","Saint Francis County","Fluerland, Forrest City, AR 72335, USA","https://www.arcounties.org/counties/st-francis/"
"Trussville City School District","AL","33.6309234","-86.5939754","5065","","6","Trussville City School District","00013","970","00","Trussville City School District","476 Main Street, Trussville, AL, 35173","https://www.trussvillecityschools.com/"
"Sebastian","AR","35.1969808","-94.2749889","127799","131","7","Sebastian County","","50","06","Sebastian County","35 S 6th St room g-6, Fort Smith, AR 72901, USA","http://www.sebastiancountyar.gov/"
"Sevier","AR","33.9948773","-94.2432792","15839","133","7","Sevier County","","50","06","Sevier County","2852, 115 N 3rd St # 108, De Queen, AR 71832, USA","https://www.seviercountyar.org/"
"Stone","AR","35.8570011","-92.1404819","12359","137","7","Stone County","","50","06","Stone County","845 00083, 000C, Mountain View, AR 72560, USA","https://www.stonecountyar.gov/"
"Van Buren","AR","35.5829532","-92.5159757","15796","141","7","Van Buren County","","50","06","Van Buren County","","http://www.vanburencountyar.com/"
"White","AR","35.2551175","-91.7530339","76822","145","7","White County","","50","06","White County","411 N Spruce St # 102, Searcy, AR 72143, USA","http://www.whitecountyar.org/"
"Woodruff","AR","35.1927768","-91.2445353","6269","147","7","Woodruff County","","50","06","Woodruff County","","https://woodruffcounty.arkansas.gov"
"Yell","AR","34.9977133","-93.4083032","20263","149","7","Yell County","","50","06","Yell County","","http://yellcounty.net/"
